Num_Circo;Nom;Prenom;Nb_Voix;Prenom_Nom;sexe
053-03;FAVENNEC;Yannick;;Yannick_FAVENNEC;homme
054-01;GRANDJEAN;Carole;19520;Carole_GRANDJEAN;femme
054-01;JOUIRA;Nordine;0;;
054-02;LACRESSE;Emmanuel;15689;Emmanuel_LACRESSE;homme
054-02;HABLOT;Stéphane;0;;
054-03;ETIENNE;Martine;13886;Martine_ETIENNE;femme
054-03;PALUSZKIEWICZ;Xavier;0;;
054-04;BAZIN;Thibault;24952;Thibault_BAZIN;homme
054-04;BILDE;Dominique;0;;
054-05;POTIER;Dominique;21781;Dominique_POTIER;homme
054-05;MORENVILLIER;Philippe;0;;
054-06;FIAT;Caroline;16132;Caroline_FIAT;femme
054-06;BOULOGNE;Anthony;0;;
055-01;PANCHER;Bertrand;19027;Bertrand_PANCHER;homme
055-01;GAUDINEAU;Brigitte;0;;
055-02;GOULET;Florence;13269;Florence_GOULET;femme
055-02;BOIS;Anne;0;;
056-01;LE HÉNANFF;Anne;34382;Anne_LE HÉNANFF;femme
056-01;FOUCAULT;Luc;0;;
056-02;PAHUN;Jimmy;32026;Jimmy_PAHUN;homme
056-02;KIRCHNER;Karol;0;;
056-03;LE PEIH;Nicole;24283;Nicole_LE PEIH;femme
056-03;DORE-LUCAS;Marie Madeleine;0;;
056-04;MOLAC;Paul;37678;Paul_MOLAC;homme
056-04;GUEGAN;Rozenn;0;;
056-05;MÉTAYER;Lysiane;19666;Lysiane_MÉTAYER;femme
056-05;GIRARD;Damien;0;;
056-06;JACQUES;Jean-Michel;23925;Jean-Michel_JACQUES;homme
056-06;BAUDRY;Jean-Michel;0;;
057-01;BELHADDAD;Belkhir;17532;Belkhir_BELHADDAD;homme
057-01;LALOUX;Grégoire;0;;
057-02;MENDES;Ludovic;16764;Ludovic_MENDES;homme
057-02;LAHORE;Lisa;0;;
057-03;LEDUC;Charlotte;14012;Charlotte_LEDUC;femme
057-03;GROLET;Françoise;0;;
057-04;DI FILIPPO;Fabien;22655;Fabien_DI FILIPPO;homme
057-04;RAMBOUR;Michel;0;;
057-05;SEITLINGER;Vincent;16413;Vincent_SEITLINGER;homme
057-05;VOINÇON;Marie-Claude;0;;
057-06;PFEFFER;Kévin;12368;Kévin_PFEFFER;homme
057-06;AREND;Christophe;0;;
057-07;LOUBET;Alexandre;18424;Alexandre_LOUBET;homme
057-07;ZANNIER;Hélène;0;;
057-08;JACOBELLI;Laurent;15176;Laurent_JACOBELLI;homme
057-08;LEGER;Céline;0;;
057-09;RAUCH;Isabelle;20048;Isabelle_RAUCH;femme
057-09;VAÏSSE;Brigitte;0;;
058-01;GOULET;Perrine;16554;Perrine_GOULET;femme
058-01;VIGNERON;Pauline;0;;
058-02;PERROT;Patrice;;Patrice_PERROT;homme
058-02;GUIBERT;Julien;0;;
058-02;GUILLEMAIN;Marie Anne;0;;
059-01;QUATENNENS;Adrien;17428;Adrien_QUATENNENS;homme
059-01;DUHAMEL;Vanessa;0;;
059-02;BERNALICIS;Ugo;21740;Ugo_BERNALICIS;homme
059-02;ELEGEEST;Rudy;0;;
059-03;SAINT-HUILE;Benjamin;18448;Benjamin_SAINT-HUILE;homme
059-03;DELANNOY;Sandra;0;;
059-04;LISO;Brigitte;25445;Brigitte_LISO;femme
059-04;DELEPIERE;Octave;0;;
059-05;CATTEAU;Victor;20658;Victor_CATTEAU;homme
059-05;DELNESTE;Ophélie;0;;
059-06;PARMENTIER-LECOCQ;Charlotte;27387;Charlotte_PARMENTIER-LECOCQ;femme
059-06;PEREIRA;Célia;0;;
059-07;GÉRARD;Félicie;16600;Félicie_GÉRARD;femme
059-07;CHOUIA;Karima;0;;
059-08;GUIRAUD;David;12585;David_GUIRAUD;homme
059-08;OSSON;Catherine;0;;
059-09;SPILLEBOUT;Violette;23990;Violette_SPILLEBOUT;femme
059-09;VIDAL-SAGNIER;Odile;0;;
059-10;DARMANIN;Gérald;16193;Gérald_DARMANIN;homme
059-10;MORTREUX;Leslie;0;;
059-11;VICOT;Roger;22143;Roger_VICOT;homme
059-11;PIETRASZEWSKI;Laurent;0;;
059-12;TAVERNE;Michaël;20415;Michaël_TAVERNE;homme
059-12;CATTELOT;Anne Laure;0;;
059-13;DECODTS;Christine;16497;Christine_DECODTS;femme
059-13;DUVAL;Yohann;0;;
059-14;CHRISTOPHE;Paul;22916;Paul_CHRISTOPHE;homme
059-14;CUVELIER;Pierrette;0;;
059-15;BERTELOOT;Pierrick;21367;Pierrick_BERTELOOT;homme
059-15;DUCOURANT;Emilie;0;;
059-16;MARCHIO;Matthieu;16316;Matthieu_MARCHIO;homme
059-16;BRUNEEL;Alain;0;;
059-17;FRANCOIS;Thibaut;15408;Thibaut_FRANCOIS;homme
059-17;HOUBRON;Dimitri;0;;
059-18;BRICOUT;Guy;19211;Guy_BRICOUT;homme
059-18;DISDIER;Mélanie;0;;
059-19;CHENU;Sébastien;17451;Sébastien_CHENU;homme
059-19;SOLOCH;Patrick;0;;
059-20;ROUSSEL;Fabien;16439;Fabien_ROUSSEL;homme
059-20;FLORQUIN;Guillaume;0;;
059-21;DESCAMPS;Béatrice;17199;Béatrice_DESCAMPS;femme
059-21;VALENTIN;Océane;0;;
060-01;HABERT-DASSAULT;Victor;20480;Victor_HABERT-DASSAULT;homme
060-01;MAGNIER;David;0;;
060-02;BALLARD;Philippe;21451;Philippe_BALLARD;homme
060-02;HERBANNE;Chanez;0;;
060-03;SABATOU;Alexandre;14066;Alexandre_SABATOU;homme
060-03;LABATUT;Valérie;0;;
060-04;WOERTH;Eric;21201;Eric_WOERTH;homme
060-04;HAVEZ;Audrey;0;;
060-05;VATIN;Pierre;18430;Pierre_VATIN;homme
060-05;LAMZOUDI;Myriam;0;;
060-06;GUINIOT;Michel;17135;Michel_GUINIOT;homme
060-06;BUREAU-BONNARD;Carole;0;;
060-07;MINOT;Maxime;18442;Maxime_MINOT;homme
060-07;PEN;Loïc;0;;
061-01;JOURDAN;Chantal;14776;Chantal_JOURDAN;femme
061-01;DUHARD;Marie-Annick;0;;
061-02;LOUWAGIE;Véronique;18118;Véronique_LOUWAGIE;femme
061-02;MOREL;Alexandre;0;;
061-03;NURY;Jérôme;21603;Jérôme_NURY;homme
061-03;FRÉMONT;Anthony;0;;
062-01;BLAIRY;Emmanuel;27380;Emmanuel_BLAIRY;homme
062-01;DUVERGÉ;Bruno;0;;
062-02;MAQUET;Jacqueline;20971;Jacqueline_MAQUET;femme
062-02;HEUSÈLE;Alban;0;;
062-03;TELLIER;Jean-Marc;16294;Jean-Marc_TELLIER;homme
062-03;CLAVET;Bruno;0;;
062-04;FAIT;Philippe;23331;Philippe_FAIT;homme
062-04;VANPEENE;Françoise;0;;
062-05;PONT;Jean-Pierre;18102;Jean-Pierre_PONT;homme
062-05;GOLLIOT;Antoine;0;;
062-06;ENGRAND;Christine;21858;Christine_ENGRAND;femme
062-06;BOURGUIGNON;Brigitte;0;;
062-07;DUMONT;Pierre-Henri;20132;Pierre-Henri_DUMONT;homme
062-07;DE FLEURIAN;Marc;0;;
062-08;PETIT;Bertrand;22801;Bertrand_PETIT;homme
062-08;EVRARD;Auguste;0;;
062-09;PARMENTIER;Caroline;18587;Caroline_PARMENTIER;femme
062-09;DEPREZ-AUDEBERT;Marguerite;0;;
062-10;FRAPPÉ;Thierry;22685;Thierry_FRAPPÉ;homme
062-10;DAGBERT;Michel;0;;
062-11;LE PEN;Marine;22301;Marine_LE PEN;femme
062-11;TONDELIER;Marine;0;;
062-12;BILDE;Bruno;20855;Bruno_BILDE;homme
062-12;DARRAS;Jérôme;0;;
063-01;MAXIMI;Marianne;18189;Marianne_MAXIMI;femme
063-01;THOMAS;Valérie;0;;
063-02;PIRÈS BEAUNE;Christine;26613;Christine_PIRÈS BEAUNE;femme
063-02;MONNET;Karina;0;;
063-03;VICHNIEVSKY;Laurence;23042;Laurence_VICHNIEVSKY;femme
063-03;BONNET;Nicolas;0;;
063-04;LINGEMANN;Delphine;22680;Delphine_LINGEMANN;femme
063-04;GOLÉO;Valérie;0;;
063-05;CHASSAIGNE;André;30966;André_CHASSAIGNE;homme
063-05;CARLETTO;Brigitte;0;;
064-01;POUEYTO;Josy;16929;Josy_POUEYTO;femme
064-01;LALANNE;Jean-Yves;0;;
064-02;MATTEI;Jean-Paul;21720;Jean-Paul_MATTEI;homme
064-02;FAURE;Cécile;0;;
064-03;HABIB;David;26414;David_HABIB;homme
064-03;BABY;Jean-François;0;;
064-04;ECHANIZ;Inaki;19935;Inaki_ECHANIZ;homme
064-04;TROUNDAY;Annick;0;;
064-05;LASSERRE;Florence;24184;Florence_LASSERRE;femme
064-05;PEREIRA-OSTANEL;Sandra;0;;
064-06;BRU;Vincent;27994;Vincent_BRU;homme
064-06;DUBOIS--ROBIN;Tom;0;;
065-01;FERRER;Sylvie;20656;Sylvie_FERRER;femme
065-01;SEMPASTOUS;Jean-Bernard;0;;
065-02;MOURNET;Benoit;21073;Benoit_MOURNET;homme
065-02;KORN;Grégory;0;;
066-01;BLANC;Sophie;15859;Sophie_BLANC;femme
066-01;GRAU;Romain;0;;
066-02;SABATINI;Anaïs;26682;Anaïs_SABATINI;femme
066-02;LIS;Frédérique;0;;
066-03;DOGOR-SUCH;Sandrine;19299;Sandrine_DOGOR-SUCH;femme
066-03;CULLELL;Nathalie;0;;
066-04;MARTINEZ;Michèle;24332;Michèle_MARTINEZ;femme
066-04;CAZENOVE;Sébastien;0;;
067-01;REGOL;Sandra;15569;Sandra_REGOL;femme
067-01;FONTANEL;Alain;0;;
067-02;FERNANDES;Emmanuel;16990;Emmanuel_FERNANDES;homme
067-02;WASERMAN;Sylvain;0;;
067-03;STUDER;Bruno;16357;Bruno_STUDER;homme
067-03;MAS;Sébastien;0;;
067-04;BUFFET;Françoise;26874;Françoise_BUFFET;femme
067-04;LAHMEUR;Imane;0;;
067-05;SITZENSTUHL;Charles;25426;Charles_SITZENSTUHL;homme
067-05;WOLFF;Marc;0;;
067-06;MOREL;Louise;23080;Louise_MOREL;femme
067-06;STEINBACH;Jean-Frédéric;0;;
067-07;HETZEL;Patrick;21676;Patrick_HETZEL;homme
067-07;ESCHENMANN;Valérie;0;;
067-08;KOCHERT;Stéphanie;21373;Stéphanie_KOCHERT;femme
067-08;KNOEPFFLER;Ludwig;0;;
067-09;THIEBAUT;Vincent;22108;Vincent_THIEBAUT;homme
067-09;GNAEDIG;Laurent;0;;
068-01;KLINKERT;Brigitte;14141;Brigitte_KLINKERT;femme
068-01;HEMEDINGER;Yves;0;;
068-02;OTT;Hubert;17947;Hubert_OTT;homme
068-02;CATTIN;Jacques;0;;
068-03;LEMAIRE;Didier;18757;Didier_LEMAIRE;homme
068-03;ZIMMERMANN;Christian;0;;
068-04;SCHELLENBERGER;Raphaël;22214;Raphaël_SCHELLENBERGER;homme
068-04;WILHELM;Marion;0;;
068-05;BECHT;Olivier;18443;Olivier_BECHT;homme
068-05;EL HAJJAJI;Nadia;0;;
068-06;FUCHS;Bruno;18604;Bruno_FUCHS;homme
068-06;RITZ;Christelle;0;;
069-01;RUDIGOZ;Thomas;18803;Thomas_RUDIGOZ;homme
069-01;GRIES;Aurélie;0;;
069-02;JULIEN-LAFERRIERE;Hubert;20847;Hubert_JULIEN-LAFERRIERE;homme
069-02;TERRENES;Loic;0;;
069-03;GARIN;Marie-Charlotte;21105;Marie-Charlotte_GARIN;femme
069-03;PEILLON;Sarah;0;;
069-04;BRUGNERA;Anne;24803;Anne_BRUGNERA;femme
069-04;BADOUARD;Benjamin;0;;
069-05;BROCARD;Blandine;29198;Blandine_BROCARD;femme
069-05;MATTEUCCI;Fabrice;0;;
069-06;AMARD;Gabriel;20397;Gabriel_AMARD;homme
069-06;HAZIZA;Emmanuelle;0;;
069-07;VINCENDET;Alexandre;14801;Alexandre_VINCENDET;homme
069-07;LAHMAR;Abdelkader;0;;
069-08;SERRE;Nathalie;21855;Nathalie_SERRE;femme
069-08;DESPRAS;Dominique;0;;
069-09;PORTIER;Alexandre;22385;Alexandre_PORTIER;homme
069-09;MÉJEAN;Ambroise;0;;
069-10;GASSILLOUD;Thomas;30089;Thomas_GASSILLOUD;homme
069-10;EDERY;Michèle;0;;
069-11;FUGIT;Jean-Luc;25864;Jean-Luc_FUGIT;homme
069-11;YOUSFI;Abdel;0;;
069-12;ISAAC-SIBILLE;Cyrille;24244;Cyrille_ISAAC-SIBILLE;homme
069-12;BAUDIN;Jean-François;0;;
069-13;TANZILLI;Sarah;22200;Sarah_TANZILLI;femme
069-13;PRANDT;Victor;0;;
069-14;BOUMERTIT;Idir;13798;Idir_BOUMERTIT;homme
069-14;BLEIN;Yves;0;;
070-01;VILLEDIEU;Antoine;22497;Antoine_VILLEDIEU;homme
070-01;BESSOT BALLOT;Barbara;0;;
070-02;SALMON;Emeric;22245;Emeric_SALMON;homme
070-02;LEJEUNE;Christophe;0;;
071-01;DIRX;Benjamin;18349;Benjamin_DIRX;homme
071-01;MONIN;Patrick;0;;
071-02;CORNELOUP;Josiane;22823;Josiane_CORNELOUP;femme
071-02;VINAUGER;Céline;0;;
071-03;REBEYROTTE;Rémy;18482;Rémy_REBEYROTTE;homme
071-03;BAROIN;Sandrine;0;;
071-04;UNTERMAIER;Cécile;19421;Cécile_UNTERMAIER;femme
071-04;DELOGE;Valérie;0;;
071-05;MARGUERITTE;Louis;17893;Louis_MARGUERITTE;homme
071-05;RIBOULET;Eric;0;;
072-01;DELPECH;Julie;17300;Julie_DELPECH;femme
072-01;BONNET;Ghislaine;0;;
072-02;KARAMANLI;Marietta;20399;Marietta_KARAMANLI;femme
072-02;FURET;Angéline;0;;
072-03;MARTINEAU;Eric;18394;Eric_MARTINEAU;homme
072-03;PINÇON;Bruno;0;;
072-04;LEBOUCHER;Elise;14891;Elise_LEBOUCHER;femme
072-04;DE MALHERBE;Raymond;0;;
072-05;GRELIER;Jean-Carles;21174;Jean-Carles_GRELIER;homme
072-05;DE VIGNERAL;Victoria;0;;
073-01;FERRARI;Marina;24051;Marina_FERRARI;femme
073-01;GRANATA;Christel;0;;
073-02;ROLLAND;Vincent;20474;Vincent_ROLLAND;homme
073-02;MORAND;Cédric;0;;
073-03;BONNIVARD;Emilie;23149;Emilie_BONNIVARD;femme
073-03;KRAWEZYNSKI;Nathalie;0;;
073-04;COULOMME;Jean-François;18083;Jean-François_COULOMME;homme
073-04;MIGNOLA;Patrick;0;;
074-01;RIOTTON;Véronique;29312;Véronique_RIOTTON;femme
074-01;DUVAL;Anne-Valérie;0;;
074-02;ARMAND;Antoine;25809;Antoine_ARMAND;homme
074-02;FONTANA;Loris;0;;
074-03;PETEX-LEVET;Christelle;23882;Christelle_PETEX-LEVET;femme
074-03;VANEECKELOOT-TASSA;Fabienne;0;;
074-04;DUBY-MULLER;Virginie;23171;Virginie_DUBY-MULLER;femme
074-04;VERVOORT;Valérian;0;;
074-05;VIOLLAND;Anne-Cécile;23873;Anne-Cécile_VIOLLAND;femme
074-05;MARTIN-COCHER;Odile;0;;
074-06;ROSEREN;Xavier;19398;Xavier_ROSEREN;homme
074-06;MARTIN;Dominique;0;;
075-01;MAILLARD;Sylvain;28655;Sylvain_MAILLARD;homme
075-01;LUQUET;Thomas;0;;
075-02;LE GENDRE;Gilles;25471;Gilles_LE GENDRE;homme
075-02;ROSSET;Marine;0;;
075-03;GUERINI;Stanislas;19612;Stanislas_GUERINI;homme
075-03;BALAGE EL MARIKY;Léa;0;;
075-04;PANOSYAN-BOUVET;Astrid;19158;Astrid_PANOSYAN-BOUVET;femme
075-04;KUSTER;Brigitte;0;;
075-05;BAYOU;Julien;24857;Julien_BAYOU;homme
075-05;FAJGELES;Elise;0;;
075-06;CHIKIROU;Sophia;;Sophia_CHIKIROU;femme
075-07;BEAUNE;Clément;22916;Clément_BEAUNE;homme
075-07;MECARY;Caroline;0;;
075-08;SAS;Eva;23824;Eva_SAS;femme
075-08;AVIA;Laëtitia;0;;
075-09;ROUSSEAU;Sandrine;20634;Sandrine_ROUSSEAU;femme
075-09;TAN;Buon;0;;
075-10;ARENAS;Rodrigo;19808;Rodrigo_ARENAS;homme
075-10;LANG;Anne-Christine;0;;
075-11;GATEL;Maud;23407;Maud_GATEL;femme
075-11;POLSKI;Olivia;0;;
075-12;GREGOIRE;Olivia;26908;Olivia_GREGOIRE;femme
075-12;MALAISÉ;Céline;0;;
075-13;AMIEL;David;23982;David_AMIEL;homme
075-13;NIAKATÉ;Aminata;0;;
075-14;HADDAD;Benjamin;19742;Benjamin_HADDAD;homme
075-14;SZPINER;Francis;0;;
075-15;SIMONNET;Danielle;20897;Danielle_SIMONNET;femme
075-15;EL AARAJE;Lamia;0;;
075-16;LEGRAIN;Sarah;;Sarah_LEGRAIN;femme
075-17;OBONO;Danièle;;Danièle_OBONO;femme
075-18;CARON;Aymeric;19914;Aymeric_CARON;homme
075-18;BOURNAZEL;Pierre-Yves;0;;
076-01;ADAM;Damien;15822;Damien_ADAM;homme
076-01;DA SILVA;Maxime;0;;
076-02;VIDAL;Annie;26856;Annie_VIDAL;femme
076-02;DUVAL;Sébastien;0;;
076-03;WULFRANC;Hubert;18867;Hubert_WULFRANC;homme
076-03;TESSIER;Salomée;0;;
076-04;DUFOUR;Alma;17763;Alma_DUFOUR;femme
076-04;PENNELLE;Guillaume;0;;
076-05;LESEUL;Gérard;22872;Gérard_LESEUL;homme
076-05;MONTIER;Jean-Cyril;0;;
076-06;JUMEL;Sébastien;27801;Sébastien_JUMEL;homme
076-06;MARTIN;Patrice;0;;
076-07;FIRMIN LE BODO;Agnès;21578;Agnès_FIRMIN LE BODO;femme
076-07;DUBOC;Nancy;0;;
076-08;LECOQ;Jean-Paul;15117;Jean-Paul_LECOQ;homme
076-08;ECHCHENNA;Wasil;0;;
076-09;POUSSIER-WINSBACK;Marie-Agnès;21352;Marie-Agnès_POUSSIER-WINSBACK;femme
076-09;GOURY;Nicolas;0;;
076-10;BATUT;Xavier;25899;Xavier_BATUT;homme
076-10;THOMAS;Anaïs;0;;
077-01;LUQUET;Aude;14994;Aude_LUQUET;femme
077-01;SAINT-MARTIN;Arnaud;0;;
077-02;VALLETOUX;Frédéric;20037;Frédéric_VALLETOUX;homme
077-02;MOLINA;Marie-Pierre;0;;
077-03;THIÉRIOT;Jean-Louis;18422;Jean-Louis_THIÉRIOT;homme
077-03;GÉRÔME-DELGADO;Elodie;0;;
077-04;PERIGAULT;Isabelle;18866;Isabelle_PERIGAULT;femme
077-04;DUROX;Aymeric;0;;
077-05;RIESTER;Franck;17949;Franck_RIESTER;homme
077-05;LENORMAND;François;0;;
077-06;ROULLAUD;Béatrice;15399;Béatrice_ROULLAUD;femme
077-06;DELAGE;Valérie;0;;
077-07;SOUDAIS;Ersilia;16732;Ersilia_SOUDAIS;femme
077-07;BERNARD;Didier;0;;
077-08;GHOMI;Hadrien;19323;Hadrien_GHOMI;homme
077-08;BONNET;Arnaud;0;;
077-09;PEYRON;Michèle;17454;Michèle_PEYRON;femme
077-09;NOVAIS;Pascal;0;;
077-10;LAISNEY;Maxime;17724;Maxime_LAISNEY;homme
077-10;DO;Stéphanie;0;;
077-11;FAURE;Olivier;15453;Olivier_FAURE;homme
077-11;PÉCULIER;Charlyne;0;;
078-01;RODWELL;Charles;25707;Charles_RODWELL;homme
078-01;RAMAGE;Sébastien;0;;
078-02;BARROT;Jean-Noël;28559;Jean-Noël_BARROT;homme
078-02;CARRIVE-BEDOUANI;Maïté;0;;
078-03;PIRON;Béatrice;28327;Béatrice_PIRON;femme
078-03;BRODY;Louise;0;;
078-04;LEBEC;Marie;25888;Marie_LEBEC;femme
078-04;BOURDON;Céline;0;;
078-05;BRAUN-PIVET;Yaël;23336;Yaël_BRAUN-PIVET;femme
078-05;THEVENET;Sophie;0;;
078-06;POUZYREFF;Natalia;22244;Natalia_POUZYREFF;femme
078-06;SAUGER;Mélinda;0;;
078-07;HAI;Nadia;19838;Nadia_HAI;femme
078-07;CHRISTOPHOUL;Michèle;0;;
078-08;LUCAS;Benjamin;15849;Benjamin_LUCAS;homme
078-08;HERVIEUX;Edwige;0;;
078-09;MILLIENNE;Bruno;21450;Bruno_MILLIENNE;homme
078-09;MORIN;Laurent;0;;
078-10;BERGÉ;Aurore;28169;Aurore_BERGÉ;femme
078-10;BRIOLAIS;Cédric;0;;
078-11;MARTINET;William;15759;William_MARTINET;homme
078-11;PIACENZA;Aurélie;0;;
078-12;OLIVE;Karl;20069;Karl_OLIVE;homme
078-12;LEGRIS;Edwin;0;;
079-01;MARCHIVE;Bastien;22511;Bastien_MARCHIVE;homme
079-01;CHARRON;François;0;;
079-02;BATHO;Delphine;25014;Delphine_BATHO;femme
079-02;ROCHEFORT;Cécilia;0;;
079-03;FIÉVET;Jean-Marie;20675;Jean-Marie_FIÉVET;homme
079-03;WOILLEZ;Juliette;0;;
080-01;RUFFIN;François;19731;François_RUFFIN;homme
080-01;RIBEIRO-BILLET;Nathalie;0;;
080-02;POMPILI;Barbara;18162;Barbara_POMPILI;femme
080-02;HAMDANE;Zahia;0;;
080-03;MAQUET;Emmanuel;21266;Emmanuel_MAQUET;homme
080-03;LOTTIN;Nicolas;0;;
080-04;TANGUY;Jean-Philippe;21136;Jean-Philippe_TANGUY;homme
080-04;LECLABART;Jean-Claude;0;;
080-05;MENACHE;Yael;20859;Yael_MENACHE;femme
080-05;ANCELET;Guillaume;0;;
081-01;CABROLIER;Frédéric;19125;Frédéric_CABROLIER;homme
081-01;POUJADE;Gérard;0;;
081-02;ERODI;Karen;;Karen_ERODI;femme
081-02;VERDIER-JOUCLAS;Marie-Christine;0;;
081-02;BACOU;Julien;0;;
081-03;TERLIER;Jean;25496;Jean_TERLIER;homme
081-03;LASSALLE;Julien;0;;
082-01;RABAULT;Valérie;25327;Valérie_RABAULT;femme
082-01;POMA;Pierre;0;;
082-02;HAMELET;Marine;23678;Marine_HAMELET;femme
082-02;ASTRUC;Christian;0;;
083-01;CHENEVARD;Yannick;15649;Yannick_CHENEVARD;homme
083-01;NAVARRANNE;Amaury;0;;
083-02;LAVALETTE;Laure;19756;Laure_LAVALETTE;femme
083-02;MUSSO;Ange;0;;
083-03;RAMBAUD;Stephane;23307;Stephane_RAMBAUD;homme
083-03;MONFORT;Isabelle;0;;
083-04;LOTTIAUX;Philippe;25581;Philippe_LOTTIAUX;homme
083-04;MAUBORGNE;Sereine;0;;
083-05;LECHANTEUX;Julie;24342;Julie_LECHANTEUX;femme
083-05;MICHEL-KLEISBAUER;Philippe;0;;
083-06;GILETTI;Frank;30241;Frank_GILETTI;homme
083-06;GOMEZ-BASSAC;Valérie;0;;
083-07;BOCCALETTI;Frédéric;22311;Frédéric_BOCCALETTI;homme
083-07;MUSCHOTTI;Cécile;0;;
083-08;SCHRECK;Philippe;25576;Philippe_SCHRECK;homme
083-08;MATRAS;Fabien;0;;
084-01;HEBRARD;Joris;14721;Joris_HEBRARD;homme
084-01;FARYSSY;Farid;0;;
084-02;AUZANOT;Bénédicte;19210;Bénédicte_AUZANOT;femme
084-02;VIALA;Sylvie;0;;
084-03;DE LÉPINAU;Hervé;19604;Hervé_DE LÉPINAU;homme
084-03;MORENAS;Adrien;0;;
084-04;LORHO;Marie-France;21878;Marie-France_LORHO;femme
084-04;RICHARD;Violaine;0;;
084-05;LOVISOLO;Jean-François;18564;Jean-François_LOVISOLO;homme
084-05;THOMAS DE MALEVILLE;Marie;0;;
085-01;LATOMBE;Philippe;27887;Philippe_LATOMBE;homme
085-01;ETONNO;Lucie;0;;
085-02;BELLAMY;Béatrice;28722;Béatrice_BELLAMY;femme
085-02;HELARY;Nicolas;0;;
085-03;BUCHOU;Stéphane;36145;Stéphane_BUCHOU;homme
085-03;FILLET;Corinne;0;;
085-04;BESSE;Véronique;23336;Véronique_BESSE;femme
085-04;LEGUILLE-BALLOY;Martine;0;;
085-05;HENRIET;Pierre;22296;Pierre_HENRIET;homme
085-05;MAGNIN;Isabelle;0;;
086-01;BELLUCO;Lisa;18918;Lisa_BELLUCO;femme
086-01;BALLET-BLU;Françoise;0;;
086-02;HOULIÉ;Sacha;20267;Sacha_HOULIÉ;homme
086-02;SOUMAILLE;Valérie;0;;
086-03;LECAMP;Pascal;17496;Pascal_LECAMP;homme
086-03;SOULAT;Eric;0;;
086-04;TURQUOIS;Nicolas;16938;Nicolas_TURQUOIS;homme
086-04;LATUS;Marion;0;;
087-01;MAUDET;Damien;20710;Damien_MAUDET;homme
087-01;BEAUDOUIN HUBIERE;Sophie;0;;
087-02;DELAUTRETTE;Stéphane;26730;Stéphane_DELAUTRETTE;homme
087-02;MINGUET;Sabrina;0;;
087-03;MEUNIER;Manon;19551;Manon_MEUNIER;femme
087-03;SARDIN;Geoffroy;0;;
088-01;VIRY;Stéphane;21448;Stéphane_VIRY;homme
088-01;MOONS;Emmie;0;;
088-02;VALENCE;David;15823;David_VALENCE;homme
088-02;DUSSAUSAYE;Gaëtan;0;;
088-03;NAEGELEN;Christophe;21035;Christophe_NAEGELEN;homme
088-03;FRANÇOIS;Pierre;0;;
088-04;GAULTIER;Jean-Jacques;15440;Jean-Jacques_GAULTIER;homme
088-04;HUMBERT;Sébastien;0;;
089-01;GRENON;Daniel;16864;Daniel_GRENON;homme
089-01;LOURY;Florence;0;;
089-02;VILLIERS;André;16750;André_VILLIERS;homme
089-02;LOPEZ;Audrey;0;;
089-03;ODOUL;Julien;21429;Julien_ODOUL;homme
089-03;CROUZET;Michèle;0;;
090-01;BOUCARD;Ian;12037;Ian_BOUCARD;homme
090-01;SOUSTELLE;Christophe;0;;
090-02;CHAUCHE;Florian;9476;Florian_CHAUCHE;homme
090-02;CARNICER;Sophie;0;;
091-01;AMRANI;Farida;15471;Farida_AMRANI;femme
091-01;ZEGHOUF;Medhy;0;;
091-02;DA CONCEICAO CARVALHO;Nathalie;19607;Nathalie_DA CONCEICAO CARVALHO;femme
091-02;HILLAIRE;Mathieu;0;;
091-03;IZARD;Alexis;22706;Alexis_IZARD;homme
091-03;GUSTAVE;Steevy;0;;
091-04;RIXAIN;Marie-Pierre;24962;Marie-Pierre_RIXAIN;femme
091-04;DEME;Amadou;0;;
091-05;MIDY;Paul;18687;Paul_MIDY;homme
091-05;VILLANI;Cédric;0;;
091-06;GUEDJ;Jérôme;21213;Jérôme_GUEDJ;homme
091-06;DE MONTCHALIN;Amélie;0;;
091-07;REDA;Robin;15935;Robin_REDA;homme
091-07;LEJEUNE;Claire;0;;
091-08;DUPONT-AIGNAN;Nicolas;19306;Nicolas_DUPONT-AIGNAN;homme
091-08;CHAZETTE-GUILLET;Emilie;0;;
091-09;GUÉVENOUX;Marie;17005;Marie_GUÉVENOUX;femme
091-09;BELETRECHE;Nadhera;0;;
091-10;LÉAUMENT;Antoine;13321;Antoine_LÉAUMENT;homme
091-10;CARCASSET;Nadia;0;;
092-01;FAUCILLON;Elsa;16934;Elsa_FAUCILLON;femme
092-01;BADIN;Marie-Ange;0;;
092-02;PASQUINI;Francesca;;Francesca_PASQUINI;femme
092-02;ACHIDI;Baï-Audrey;0;;
092-02;AESCHLIMANN;Marie-Do;0;;
092-03;JUVIN;Philippe;;Philippe_JUVIN;homme
092-03;TAQUILLAIN;Aurélie;0;;
092-03;TIJ;Sara;0;;
092-04;SEBAIHI;Sabrina;18520;Sabrina_SEBAIHI;femme
092-04;FLORENNES;Isabelle;0;;
092-05;CALVEZ;Céline;21584;Céline_CALVEZ;femme
092-05;DRUET;Léa;0;;
092-06;LE GRIP;Constance;27688;Constance_LE GRIP;femme
092-06;BARBAUX;Julie;0;;
092-07;CAZENEUVE;Pierre;30710;Pierre_CAZENEUVE;homme
092-07;RATO;Sandro;0;;
092-08;THEVENOT;Prisca;23431;Prisca_THEVENOT;femme
